Micro-Scenario,应用领域,用途分类,项目名称,Stars,核心意图,GitHub链接
娱乐媒体,数据可视化/BI,图表报表工具,taniisshaa/Cricket-chatbot,0,"提供板球实时数据与历史统计的AI助手",https://github.com/taniisshaa/Cricket-chatbot
娱乐媒体,数据可视化/BI,数据仪表盘,rajkcho/raptorsintel,0,"多伦多猛龙队比赛日数据分析仪表盘",https://github.com/rajkcho/raptorsintel
娱乐媒体,社交/社区,社交其他,JackOfNoneTrades/AnExtraTouch,2,"为Minecraft游戏添加视觉和音频增强",https://github.com/JackOfNoneTrades/AnExtraTouch
娱乐媒体,社交/社区,即时通讯,simdoomlinga27gg/QQ2006,0,"复刻QQ2006经典聊天界面",https://github.com/simdoomlinga27gg/QQ2006
娱乐媒体,社交/社区,论坛社区,bmwElijah/gamezone,0,"聚合多类型游戏并提供社区功能",https://github.com/bmwElijah/gamezone
娱乐媒体,企业管理,企业管理其他,gilymerkado/symbolo-game,0,"快速识别符号匹配的游戏",https://github.com/gilymerkado/symbolo-game
娱乐媒体,设计工具,设计工具其他,JohannesAdrianRuether/TOXIC-HORIZON,1,"开发一款2D射击游戏",https://github.com/JohannesAdrianRuether/TOXIC-HORIZON
娱乐媒体,设计工具,UI/UX设计工具,Mo14745646/HeartMuLa_ComfyUI,0,"AI生成音乐的桌面应用",https://github.com/Mo14745646/HeartMuLa_ComfyUI
娱乐媒体,设计工具,3D设计工具,SotoAlt/self-building-game,0,"AI实时构建多人3D游戏",https://github.com/SotoAlt/self-building-game
娱乐媒体,教育学习,教育其他,DaniilMykroft/poker-range-trainer,1,"训练和记忆扑克手牌范围",https://github.com/DaniilMykroft/poker-range-trainer
娱乐媒体,教育学习,课程管理系统,20JorgeCardenas05/Bullys,0,"大学课程视频游戏项目",https://github.com/20JorgeCardenas05/Bullys
娱乐媒体,媒体/视频,媒体其他,JackOfNoneTrades/AnExtraTouch,2,"为Minecraft游戏添加视觉和音频增强",https://github.com/JackOfNoneTrades/AnExtraTouch
娱乐媒体,媒体/视频,媒体播放器,renfuji12/bacalhau,1,"自托管IPTV播放器",https://github.com/renfuji12/bacalhau
娱乐媒体,媒体/视频,直播流媒体,iptv2025tx/Otto-Live-ttva,1,"聚合IPTV直播源链接",https://github.com/iptv2025tx/Otto-Live-ttva
娱乐媒体,AI/LLM工具,AI其他应用,MuhammadAnwaar/spectre,1,"为Hytale游戏服务器提供反作弊保护",https://github.com/MuhammadAnwaar/spectre
娱乐媒体,AI/LLM工具,AI聊天界面,jp702020/youtube_frontend,0,"模仿YouTube前端界面",https://github.com/jp702020/youtube_frontend
娱乐媒体,AI/LLM工具,AI代理框架,SotoAlt/self-building-game,0,"AI实时构建多人3D游戏",https://github.com/SotoAlt/self-building-game
娱乐媒体,自动化/工作流,自动化其他,yazelin/catime,0,"每小时生成AI猫图并展示",https://github.com/yazelin/catime
娱乐媒体,编译器/开发环境,编译器/开发环境其他,MuhammadAnwaar/spectre,1,"为Hytale游戏服务器提供反作弊保护",https://github.com/MuhammadAnwaar/spectre
娱乐媒体,安全/隐私,安全其他,MuhammadAnwaar/spectre,1,"为Hytale游戏服务器提供反作弊保护",https://github.com/MuhammadAnwaar/spectre
娱乐媒体,代理/网关,网关其他,battle-buddy-games/Platform,0,"游戏平台网关服务",https://github.com/battle-buddy-games/Platform
娱乐媒体,金融/交易,加密货币/DeFi,ethboi/automon,0,"区块链怪物对战游戏",https://github.com/ethboi/automon
娱乐媒体,金融/交易,交易投资平台,Pelldom/EmojiSpace,0,"基于表情符号的太空交易游戏",https://github.com/Pelldom/EmojiSpace
娱乐媒体,开发工具/脚手架,开发工具其他,sitemirador2026-oss/mirador-regiao-online,0,"静态新闻门户网站",https://github.com/sitemirador2026-oss/mirador-regiao-online
娱乐媒体,其他,其他其他,swantzter/crx-developers-developers-developers,0,"在网页悬停时播放开发者语音",https://github.com/swantzter/crx-developers-developers-developers
娱乐媒体,物联网/硬件,物联网/硬件其他,CharmsBot/Charmsbot-site,0,"为Tibia玩家优化狩猎体验的Discord机器人",https://github.com/CharmsBot/Charmsbot-site
教育学习,教育学习,教育其他,Suraj-kumar121K/Matplotlib,1,"学习或演示Matplotlib使用",https://github.com/Suraj-kumar121K/Matplotlib
教育学习,教育学习,课程管理系统,APMaii/AIEngineeringToturial,8,"提供AI工程课程材料",https://github.com/APMaii/AIEngineeringToturial
教育学习,教育学习,编程学习平台,tiagoatdium/pi2526,4,"存储C语言教学代码示例",https://github.com/tiagoatdium/pi2526
教育学习,企业管理,企业管理其他,ankittshrmaa/DevOps-journey,1,"记录个人学习历程",https://github.com/ankittshrmaa/DevOps-journey
教育学习,企业管理,项目管理系统,Deepanshu-8126/Projects-Data-Analysis-Beg-to-Adv-,0,"数据分析和机器学习项目集合",https://github.com/Deepanshu-8126/Projects-Data-Analysis-Beg-to-Adv-
教育学习,AI/LLM工具,AI其他应用,APMaii/AIEngineeringToturial,8,"提供AI工程课程材料",https://github.com/APMaii/AIEngineeringToturial
教育学习,AI/LLM工具,AI聊天界面,Natsyaaac/full-frontend,1,"学习前端开发并接受导师评估",https://github.com/Natsyaaac/full-frontend
教育学习,AI/LLM工具,AI编程助手,Imamachi-n/genai-agent-advanced-book-typescript,0,"将AI代理书籍示例代码从Python转换为TypeScript",https://github.com/Imamachi-n/genai-agent-advanced-book-typescript
教育学习,数据可视化/BI,数据可视化其他,0xLysandre/MaestrOS,1,"为医学生提供智能任务调度与复习规划",https://github.com/0xLysandre/MaestrOS
教育学习,数据可视化/BI,商业分析工具,zilbersm/ZilbersteinM_Neur265,0,"存储神经数据分析课程材料",https://github.com/zilbersm/ZilbersteinM_Neur265
教育学习,数据可视化/BI,图表报表工具,getrecast/public-recast-code-examples,0,"提供统计概念代码示例",https://github.com/getrecast/public-recast-code-examples
教育学习,设计工具,设计工具其他,Aman-Anas/CSC-486-P1-VisualNarrative,0,"完成课程项目作业",https://github.com/Aman-Anas/CSC-486-P1-VisualNarrative
教育学习,设计工具,UI/UX设计工具,bhawnagupta24/100-days-of-code,0,"记录个人前端学习进度",https://github.com/bhawnagupta24/100-days-of-code
教育学习,社交/社区,社交其他,apenab/rlm-runtime-talk,2,"展示递归语言模型的技术演讲材料",https://github.com/apenab/rlm-runtime-talk
教育学习,社交/社区,即时通讯,kapitan-marona/language-bot-v2,0,"语言学习聊天机器人",https://github.com/kapitan-marona/language-bot-v2
教育学习,自动化/工作流,自动化其他,Nati-123/intelligent-textbook-ee2301,0,"AI生成数字系统设计交互式教材",https://github.com/Nati-123/intelligent-textbook-ee2301
教育学习,内容管理系统,内容管理系统其他,SMC-CS-374-Sp26/Unit-1-Prelims-Mathematics,0,"存储和分享课程材料",https://github.com/SMC-CS-374-Sp26/Unit-1-Prelims-Mathematics
教育学习,内容管理系统,内容生成器,fherexe/direito-clt,1,"创建关于巴西劳动法的静态博客",https://github.com/fherexe/direito-clt
教育学习,网站/门户,网站其他,giprahulss-maker/MRDRUGEEEDUPORTAL.github.io,1,"将WordPress网站转换为静态页面",https://github.com/giprahulss-maker/MRDRUGEEEDUPORTAL.github.io
教育学习,网站/门户,作品集展示站,krv6246-cell/timedensity-site,0,"展示时间密度物理理论网站",https://github.com/krv6246-cell/timedensity-site
教育学习,网站/门户,个人博客网站,fherexe/direito-clt,1,"创建关于巴西劳动法的静态博客",https://github.com/fherexe/direito-clt
教育学习,代理/网关,网关其他,Imamachi-n/genai-agent-advanced-book-typescript,0,"将AI代理书籍示例代码从Python转换为TypeScript",https://github.com/Imamachi-n/genai-agent-advanced-book-typescript
教育学习,安全/隐私,安全其他,IYANForBidden/adrian-linux-journey,0,"记录Linux红队技术学习笔记",https://github.com/IYANForBidden/adrian-linux-journey
教育学习,安全/隐私,加密解密工具,Cyb3r-Pony/stop-the-scam,0,"提供投资诈骗和加密货币诈骗的预防信息",https://github.com/Cyb3r-Pony/stop-the-scam
教育学习,物联网/硬件,物联网/硬件其他,kapitan-marona/language-bot-v2,0,"语言学习聊天机器人",https://github.com/kapitan-marona/language-bot-v2
教育学习,物联网/硬件,内容生成器,NewmanB1/AGNI,0,"为离线教育创建标准文件格式",https://github.com/NewmanB1/AGNI
教育学习,开发工具/脚手架,开发工具其他,krv6246-cell/timedensity-site,0,"展示时间密度物理理论网站",https://github.com/krv6246-cell/timedensity-site
教育学习,游戏/娱乐,游戏其他,macsinvan/crossword-grid-reader,0,"从PDF提取填字游戏并交互式学习",https://github.com/macsinvan/crossword-grid-reader
教育学习,金融/交易,交易投资平台,Cyb3r-Pony/stop-the-scam,0,"提供投资诈骗和加密货币诈骗的预防信息",https://github.com/Cyb3r-Pony/stop-the-scam
教育学习,媒体/视频,媒体其他,prateeekglitch/debugmate,0,"连接学习者进行实时协作学习",https://github.com/prateeekglitch/debugmate
健康医疗,AI/LLM工具,AI其他应用,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,AI/LLM工具,AI图像生成,geovannytorres/UniX,0,"增强胸部X光图像分析与生成",https://github.com/geovannytorres/UniX
健康医疗,AI/LLM工具,AI数据分析,isilionisilme/veterinary-medical-records,0,"兽医医疗记录结构化提取与分析",https://github.com/isilionisilme/veterinary-medical-records
健康医疗,医疗健康,医疗其他,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,医疗健康,健康监测应用,danyf57-maker/aurum-sanctuary,0,"提供AI辅助的心理健康日记应用",https://github.com/danyf57-maker/aurum-sanctuary
健康医疗,医疗健康,兽医医疗系统,vianadanielviana/vetacademy,0,"AI驱动的兽医支持平台",https://github.com/vianadanielviana/vetacademy
健康医疗,设计工具,设计工具其他,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,设计工具,UI/UX设计工具,b101108063-ops/pocket_medicine,0,"开发一个Flutter移动应用原型",https://github.com/b101108063-ops/pocket_medicine
健康医疗,数据可视化/BI,数据可视化其他,npnini/ApitherapyV2,0,"辅助蜂疗师制定治疗方案",https://github.com/npnini/ApitherapyV2
健康医疗,企业管理,企业管理其他,Captain-Kanak/medi-store-app,0,"连接患者与药房的医疗市场",https://github.com/Captain-Kanak/medi-store-app
健康医疗,企业管理,库存管理系统,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,安全/隐私,安全其他,danyf57-maker/aurum-sanctuary,0,"提供AI辅助的心理健康日记应用",https://github.com/danyf57-maker/aurum-sanctuary
健康医疗,教育学习,教育其他,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,网站/门户,网站其他,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,网站/门户,作品集展示站,Adrielmedeiros01/TerapiasIntegrativas,0,"展示整合疗法相关信息",https://github.com/Adrielmedeiros01/TerapiasIntegrativas
健康医疗,编译器/开发环境,数据分析工具,isilionisilme/veterinary-medical-records,0,"兽医医疗记录结构化提取与分析",https://github.com/isilionisilme/veterinary-medical-records
健康医疗,自动化/工作流,自动化其他,eshanit/nurse_mobile,0,"为医护人员提供离线临床工作流管理",https://github.com/eshanit/nurse_mobile
健康医疗,游戏/娱乐,策略模拟游戏,DariyDar/level-two,0,"通过游戏模拟血糖管理",https://github.com/DariyDar/level-two
健康医疗,开发工具/脚手架,前端框架模板,Natuclinic/natuclinic-site,0,"基于React + Vite模板的网站项目",https://github.com/Natuclinic/natuclinic-site
健康医疗,代理/网关,网关其他,ProLimitHyperCodeNovaCreator/EY-Backend,0,"通过AI代理提供药物分析API",https://github.com/ProLimitHyperCodeNovaCreator/EY-Backend
社交社区,AI/LLM工具,AI聊天界面,briangflett/mas-vc-chatbot,0,"基于Next.js的聊天机器人原型",https://github.com/briangflett/mas-vc-chatbot
社交社区,AI/LLM工具,AI其他应用,Kompete1/Forums-App---Next-JS,0,"构建动态论坛应用",https://github.com/Kompete1/Forums-App---Next-JS
社交社区,AI/LLM工具,AI代理框架,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,社交/社区,社交其他,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,社交/社区,社交网络,miguelrktdev/backend-petz,1,"构建宠物社交网络后端API",https://github.com/miguelrktdev/backend-petz
社交社区,社交/社区,即时通讯,CharlesDFranca/nestjs-realtime-chat-backend,2,"构建实时聊天后端",https://github.com/CharlesDFranca/nestjs-realtime-chat-backend
社交社区,物联网/硬件,物联网/硬件其他,briangflett/mas-vc-chatbot,0,"基于Next.js的聊天机器人原型",https://github.com/briangflett/mas-vc-chatbot
社交社区,物联网/硬件,管理系统,bjornodinsson89/discord-file-system,0,"管理Discord服务器中的游戏会话和配置",https://github.com/bjornodinsson89/discord-file-system
社交社区,设计工具,设计工具其他,CharlesDFranca/nestjs-realtime-chat-backend,2,"构建实时聊天后端",https://github.com/CharlesDFranca/nestjs-realtime-chat-backend
社交社区,设计工具,UI/UX设计工具,briangflett/mas-vc-chatbot,0,"基于Next.js的聊天机器人原型",https://github.com/briangflett/mas-vc-chatbot
社交社区,教育学习,教育其他,noemi-peterka/back-end-nc-news,1,"构建新闻论坛的API后端",https://github.com/noemi-peterka/back-end-nc-news
社交社区,网站/门户,网站其他,yewen-jin/nc-news-backend,0,"构建类似Reddit的新闻社交API",https://github.com/yewen-jin/nc-news-backend
社交社区,网站/门户,作品集展示站,likelion-hanseo/rep-homepage,0,"为大学社团创建展示网站",https://github.com/likelion-hanseo/rep-homepage
社交社区,安全/隐私,安全其他,AnonymousWall/AnonymousWallIos,0,"大学匿名社交平台iOS客户端",https://github.com/AnonymousWall/AnonymousWallIos
社交社区,企业管理,企业管理其他,McGillVFS/aerohacksbot,0,"Discord服务器成员验证",https://github.com/McGillVFS/aerohacksbot
社交社区,企业管理,项目管理系统,koal0308/Xdest-online,1,"开发者协作与项目管理平台",https://github.com/koal0308/Xdest-online
社交社区,自动化/工作流,自动化其他,McGillVFS/aerohacksbot,0,"Discord服务器成员验证",https://github.com/McGillVFS/aerohacksbot
社交社区,内容管理系统,内容生成器,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,代理/网关,网关其他,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,开发工具/脚手架,开发工具其他,semah-soudeni/web-project,0,"大学社团网站开发",https://github.com/semah-soudeni/web-project
社交社区,媒体/视频,媒体其他,Ashu20006/Video-Call-App,0,"实现视频通话功能",https://github.com/Ashu20006/Video-Call-App
社交社区,数据可视化/BI,数据可视化其他,jorisdeguet/onetime,0,"通过一次性密码本实现安全通信",https://github.com/jorisdeguet/onetime
社交社区,数据可视化/BI,实时监控面板,JuliusGruber/TalkBout,0,"可视化维也纳实时在线话题",https://github.com/JuliusGruber/TalkBout
社交社区,游戏/娱乐,游戏其他,bjornodinsson89/discord-file-system,0,"管理Discord服务器中的游戏会话和配置",https://github.com/bjornodinsson89/discord-file-system
